entityName	NELabel
何传启	auditor
周道炯	auditor
彭克俭	auditor
杨崇勇	auditor
郑之杰	auditor
温家宝	auditor
项文卫	auditor
黄可卿	auditor
魏定邦	auditor
费明清	auditor
富兰克	auditor
杨明生	auditor
梅丽珍	auditor
许友元	auditor
王东明	auditor
刘国常	auditor
巢克俭	auditor
白求恩	auditor
何永安	auditor
焦裕禄	auditor
王健林	auditor
刘浩然	auditor
刘赐贵	auditor
邓世军	auditor
郑为文	auditor
宋宗德	auditor
汪德华	auditor
杨淑萍	auditor
胡章胜	auditor
陈敏尔	auditor
于永平	auditor
李可染	auditor
阎宝航	auditor
刘明亮	auditor
张永祥	auditor
魏明超	auditor
袁家军	auditor
梁焕庚	auditor
孙殿东	auditor
徐践斌	auditor
关瑞祺	auditor
娄勤俭	auditor
周敦祥	auditor
吴红波	auditor
方会磊	auditor
王克俭	auditor
郑承明	auditor
何锐军	auditor
冯明杰	auditor
周鲁明	auditor
李鸿忠	auditor
陈道富	auditor
吴定富	auditor
黄厚安	auditor
雷绍业	auditor
温国栋	auditor
王会斌	auditor
张文智	auditor
朱毅杰	auditor
赵光君	auditor
杨汉军	auditor
章承涛	auditor
王永明	auditor
李明浩	auditor
周联清	auditor
邓国斌	auditor
吴文学	auditor
侯学元	auditor
陈吉宁	auditor
陈文秀	auditor
何丽娟	auditor
董增健	auditor
王学军	auditor
李卫宁	auditor
苏世泰	auditor
刘昌明	auditor
董金明	auditor
郑振龙	auditor
董晓瑞	auditor
蔡卫义	auditor
陈光健	auditor
杨国彪	auditor
白明哲	auditor
周少怀	auditor
袁会军	auditor
命计师	auditor
备计师	auditor
潘跃勇	auditor
陈其富	auditor
张克俭	auditor
陈嘉庚	auditor
白文晖	auditor
戴道晋	auditor
庞金华	auditor
李纪恒	auditor
吴洪波	auditor
吴晓勇	auditor
注册会计	auditor
特许会计师	auditor
独立会计师	auditor
公认会计师	auditor
管理会计师	auditor
注册审计师	auditor
联合会计师	auditor
助理会计师	auditor
国家会计师	auditor
纳税会计师	auditor
初级会计师	auditor
连册会计师	auditor
法册会计师	auditor
会册会计师	auditor
主册会计师	auditor
注册管理会计师	auditor
安达	auditORG
智勤	auditORG
德威	auditORG
永勤	auditORG
派出部	auditORG
派出局	auditORG
人事司	auditORG
利安达	auditORG
驻京办事处	auditORG
审计署文化体育局	auditORG
审计署	auditORG
特派办	auditORG
审计所	auditORG
审计分局	auditORG
财务审计司	auditORG
安徽审计厅	auditORG
浙江审计厅	auditORG
青海审计厅	auditORG
云南审计厅	auditORG
商贸审计司	auditORG
广西审计厅	auditORG
宁夏审计厅	auditORG
湖南审计厅	auditORG
社保审计司	auditORG
地方审计厅	auditORG
湖北审计厅	auditORG
南京审计局	auditORG
吉林审计厅	auditORG
西藏审计厅	auditORG
外资审计司	auditORG
新疆审计厅	auditORG
河南审计厅	auditORG
贵州审计厅	auditORG
内蒙古审计厅	auditORG
甘肃省审计局	auditORG
江苏省审计局	auditORG
江西省审计局	auditORG
四川省审计局	auditORG
天津市审计院	auditORG
审计局审计局	auditORG
北海市审计局	auditORG
深圳市审计局	auditORG
辽宁省审计局	auditORG
福州市审计局	auditORG
审计署审计局	auditORG
安庆市审计局	auditORG
厦门市审计局	auditORG
苏州市审计局	auditORG
黑龙江审计厅	auditORG
湖北省审计局	auditORG
突尼斯审计局	auditORG
外交外事审计局	auditORG
建设和维护审计厅	auditORG
广西自治区审计厅	auditORG
宁夏自治区审计厅	auditORG
审计署重庆特派办	auditORG
审计署长春特派办	auditORG
宙计署工交审计局	auditORG
审计署济南特派办	auditORG
审计署南京特派办	auditORG
审计署广州特派办	auditORG
审计署长沙特派办	auditORG
审计署机关服务局	auditORG
驻上海特派员办事处	auditORG
审计署京津冀特派办	auditORG
审计署驻地方办事处	auditORG
审计署驻上海特派办	auditORG
审计署驻西安特派办	auditORG
审计署农民水审计局	auditORG
审计署驻长沙特派办	auditORG
驻太原特派员办事处	auditORG
驻天津特派员办事处	auditORG
驻海南特派员办事处	auditORG
审计署驻武汉特派办	auditORG
驻沈阳特派员办事处	auditORG
财政监察专员办事处	auditORG
审计署驻长春特派办	auditORG
驻济南特派员办事处	auditORG
农业与资源保护审计司	auditORG
审计署有关特派员办事处	auditORG
审计署驻国务院部门审计局	auditORG
审计署驻地方特派员办事处	auditORG
审计署驻京津冀特派员办事处	auditORG
审计署驻地方各特派员办事处	auditORG
隐瞒	auditProblem
少计	auditProblem
多计	auditProblem
虚列	auditProblem
违规提高	auditProblem
提前支取	auditProblem
进项抵扣	auditProblem
截留收入	auditProblem
已经死亡	auditProblem
销户提取	auditProblem
征地拆迁	auditProblem
不予加收	auditProblem
开竿账户	auditProblem
挪用城镇	auditProblem
非法出售	auditProblem
人为调整	auditProblem
误收多缴	auditProblem
抵押担保	auditProblem
借新还旧	auditProblem
先征后退	auditProblem
反向抵押	auditProblem
吸收公款	auditProblem
偷税金额	auditProblem
积分套利	auditProblem
账的现金	auditProblem
私存小金库	auditProblem
非缴存人员	auditProblem
抵押、质押	auditProblem
金先行支付	auditProblem
不合规政策	auditProblem
扣押、冻结	auditProblem
银行卡透支	auditProblem
套取银行资金	auditProblem
应计未计收入	auditProblem
无收费许可证	auditProblem
结转逾期未退	auditProblem
应缴未缴收入	auditProblem
扣缴贷款本金	auditProblem
进项税额转移	auditProblem
国有资产损失	auditProblem
临时占用耕地	auditProblem
私设'小金库	auditProblem
先征收后返还	auditProblem
税收先征后返	auditProblem
因工死亡人员	auditProblem
先预缴后清算	auditProblem
先支付后清算	auditProblem
违反报告财产	auditProblem
与发票是否一致	auditProblem
人为调节支出科目	auditProblem
人为调节预算支出	auditProblem
人为调剂结余规模	auditProblem
国有资产损失浪费	auditProblem
抵押、质押、担保	auditProblem
改变预算资金用途	auditProblem
逾期住房贷款罚息	auditProblem
不同债务重组方式	auditProblem
登记失业半年以上	auditProblem
超减免税项目有效期	auditProblem
提前支取挪用保证金	auditProblem
取消增值税发票认证	auditProblem
改变经审批或备案的	auditProblem
将公款转入其他单位	auditProblem
发放贷款办理时间较长	auditProblem
结转下年继续安排使用	auditProblem
用住房公积金购买国债	auditProblem
应缴未缴财政结余资金	auditProblem
财政年度收入大于支出	auditProblem
使用有毒物品作业场所	auditProblem
变更部分业务范围审批	auditProblem
编制国有资本经营预算	auditProblem
小微企业续贷过桥资金	auditProblem
延缴职工养老保险补贴	auditProblem
部门编制政府采购预算	auditProblem
片面追求贷款投放额度	auditProblem
贷款资金长期滞留账户	auditProblem
人为调整贷款逾期天数	auditProblem
抵押、转让、移作他用	auditProblem
参保单位欠缴养老保险	auditProblem
自行调剂使用预算资金	auditProblem
单位困难欠缴养老保险	auditProblem
地方项目主管越权审批	auditProblem
挤占挪用征集专项资金	auditProblem
利用国有资产对外投资	auditProblem
违规收取行政事业收费	auditProblem
部门、人员设置是否合规	auditProblem
贷款月供超月收入50%	auditProblem
城市水源地监测超标次数	auditProblem
上级返还或者补助的收入	auditProblem
社会保险不以盈利为目的	auditProblem
改变出让国有土地使用权	auditProblem
住房公积金增值收益分配表	auditProblem
在金融机构开立、使用账户	auditProblem
汇总原始凭诿汇总原始凭诿	auditProblem
社会保险基金存入财政专户	auditProblem
与其他金融机构的资金往来	auditProblem
公积金结余充足没有被挪用	auditProblem
出租、运输、废旧物资出售	auditProblem
非常规投资项目内部收益率	auditProblem
持票亿转让票据权利与他人	auditProblem
固定资产是否进行定期盘点	auditProblem
财务部门人员是否有上岗证	auditProblem
超授权额度审批并发放贷款	auditProblem
扣缴下级财政部门贷款本金	auditProblem
纳税人未及时享受减免优惠	auditProblem
将国有资产对外出租、出借	auditProblem
将财产低价出售或无偿处置	auditProblem
用公款为个人购买商业保险	auditProblem
城乡居民医保基金先行支付	auditProblem
出租、出借或者转让许可证	auditProblem
隐藏、变卖、毁损担保财产	auditProblem
扩大失业保险基金支出范围	auditProblem
2个以上的住房公积金账户	auditProblem
淘汰关停不合规不合法冷库	auditProblem
违规指定公积金贷款放款部门	auditProblem
结关是否有独立的机构和人员	auditProblem
城市饮用水源地监测超标次数	auditProblem
基本医疗保险参保人异地就医	auditProblem
贷款期限不得超过存单的期限	auditProblem
购车贷款期限最长不得超迿年	auditProblem
住房公积金异地转移接续业务	auditProblem
将资产出租、出借或对外投资	auditProblem
将养老保险补助资金列入预算	auditProblem
超权限承保（核保）业务审批	auditProblem
取得非同级财政拨款预算收入	auditProblem
利用国际金融组织和外国政府	auditProblem
农机社自筹资金贷款财政担保	auditProblem
在年终前转列支出或清理收回	auditProblem
员工的个人所得税是否代扣代缴	auditProblem
不具备企业法人资格的经营机构	auditProblem
变更境内分支机构营业场所审批	auditProblem
非独立核算经营活动取得的收入	auditProblem
扣押、冻结、划拨、变价的财产	auditProblem
公积金贷款是否按规定进行担保	auditProblem
贷款人扣款账户与还款账号为空	auditProblem
收入支出不一致计算结转结余数	auditProblem
重复申报基本建设项目有关费用	auditProblem
税务稽查执法不严罚款比例不合理	auditProblem
应缴未缴财政结余资金和财政收入	auditProblem
银行未开通贷款审批“绿色通道”	auditProblem
增值税税控发票临时调整月领购量	auditProblem
购修房可提取额度大于实际支出额	auditProblem
前一笔贷款没有偿还，又重新贷款	auditProblem
抵押、质押、被查封、扣押、冻结	auditProblem
住房公积金管理中心向他人提供担保	auditProblem
将材料拨给施工企业抵作预付备料款	auditProblem
单位不办理住房公积金缴存登记手续	auditProblem
将固定资产转入改建、扩建或修缮等	auditProblem
采取政府指导价、限价等非市场定价	auditProblem
养老保险关系转移、终止和制度衔接	auditProblem
保险公司分支机构变更营业场所审批	auditProblem
农村土地、房屋确权登记不征收契税	auditProblem
未授权的查看或更改安全定义和规则	auditProblem
不在个人计算机上使用未授权的软件	auditProblem
财政应返还额度账户期后支付或额度	auditProblem
级单位收到或应收的非财政拨款收入	auditProblem
使用外国政府或者国际经济组织贷款	auditProblem
海关监管期内减免税货物所有权发生	auditProblem
基本医疗保险参保人异地就医申报管理	auditProblem
公积金账户余额当做提取人的账户余额	auditProblem
地方预算收入在省、市、县级之间混淆	auditProblem
使用外国政府及其机构贷款资金的项目	auditProblem
单位为职工缴存的住房公积金怎样列支	auditProblem
趸缴保费超过投保人家庭年收入的4倍	auditProblem
法人或者其他组织终止，尚未确定权利	auditProblem
在财务报表中恰当列报交易及相关披露	auditProblem
体育无形资产评估的多期超额收益折现	auditProblem
政府性融资担保机构涉农业务降费奖补	auditProblem
提取日期在贷款发放日期和还清日期之间	auditProblem
部分城市集中式饮用水源地存在安全隐患	auditProblem
产出租、出售、出让、转让等取得的收入	auditProblem
住房公积金个人住房贷款业务发展不平衡	auditProblem
房屋、建筑物以外未投入使用的固定资产	auditProblem
单位申请降低住房公积金缴存比例或缓缴	auditProblem
领取失业保险期满未就业符合领取城市居民	auditProblem
出租、出借包装物逾期未收回而没收的押金	auditProblem
和个人住房公积金组合贷款个人住房公积金	auditProblem
利用国有资产对外投资、出租、出借和担保	auditProblem
财政部门管理的未纳入预算的各项附加收入	auditProblem
证券公司设立、收购或者撤销分支机构审批	auditProblem
机动交通工具出售、转让、出租或移作他用	auditProblem
非银行金融机构分支机构变更营业场所审批	auditProblem
货物运输途经香港水域期间未卸载香港码头	auditProblem
出租国有农用地给农业生产者用于农业生产	auditProblem
小微企业普惠性税收减免政策多缴税款退税	auditProblem
企业未参保人员纳入企业职工基本养老保险	auditProblem
新型农村社会养老保险建立个人账户相关业务	auditProblem
新成立单位应当何时建立住房公积金缴存关系	auditProblem
国家机关占有、使用的资产全部属于国有资产	auditProblem
的实物管理的责任是否落实到相关部门或个人	auditProblem
公司人力资源是否已采用计算机系统辅助管理	auditProblem
公司是否替员工使用了合理，合规的避税政策	auditProblem
基金会应当严格区分交换交易收入和捐赠收入	auditProblem
纳税人未及时申报享受“六税两费”减免优惠	auditProblem
电视节目和电影、电视剧制作可不受数量限制	auditProblem
上缴财政的事业单位国有资产出租、出借收入	auditProblem
用本单位占有、使用的国有资产举办经济实体	auditProblem
火电厂烟气脱硫设施安装烟气旁路导致超标排放	auditProblem
将财政预算资金分散使用与管理，转变集中管理	auditProblem
利用其他国有资产取得的收入国有资本经营收益	auditProblem
利用国际组织和外国政府援助、贷款的其他项目	auditProblem
对从事国家限制或不鼓励发展的产业不予减免税	auditProblem
拨款收入之外的收入对附属单位补助发生的支出	auditProblem
财务报表日后因自然灾害导致资产发生重大损失	auditProblem
被征地农转非人员参加城镇企业职工基本养老保险	auditProblem
利用外国政府或者国际组织贷款、援助资金的工程	auditProblem
使用国际组织或者国外政府贷款、援助资金的项目	auditProblem
对国际组织和外国政府援助、贷款项目的财务收支	auditProblem
全部或者部分使用国有资金投资或者国家融资的项目	auditProblem
选取委托贷款笔数多、单笔金额小、利率高的借款人	auditProblem
公司的社会保险标准是否符合国家/地方政府有关规定	auditProblem
三免三减半政策是否按照单个项目单独计算减免税期限	auditProblem
将住房公积金增值收益提取住房公积金贷款风险准备金和	auditProblem
采购人、采购代理机构应当在采购文件中载明接收质疑函	auditProblem
体制改革使医院运营所处的行业环境、政策环境发生变化	auditProblem
一年内提取住房公积金次数大于1并且用于偿还银行贷款	auditProblem
加工贸易手册核销后，海关是否按规定办理核销结案手续	auditProblem
部门预算的编制程序是否严格执行了二上二下的基本流程	auditProblem
从银行或类似金融机构等审计客户取得贷款或获得贷款担保	auditProblem
订单、合同、发票和发货单的数量和金额的一致性的复核程序	auditProblem
电影发行单位设立、变更业务范围或者兼并、合并、分立审批	auditProblem
电影放映单位设立、变更业务范围或者兼并、合并、分立审批	auditProblem
财政财务收支和资产规模较小，没有下属机构或下属机构较少	auditProblem
从不属于银行或类似金融机构等审计客户取得贷款或由其提供担保	auditProblem
财政部门在商业银行开设的财政零余额帐户，用于财政直接支付和清算	auditProblem
失真	auditProblem
私吞	auditProblem
骗取	auditProblem
偷漏	auditProblem
混淆	auditProblem
截留	auditProblem
隐匿	auditProblem
非法	auditProblem
错误	auditProblem
混库	auditProblem
拖欠	auditProblem
瓜分	auditProblem
虚增	auditProblem
违反	auditProblem
少缴	auditProblem
侵权	auditProblem
少汇	auditProblem
不入账	auditProblem
不真实	auditProblem
延迟税	auditProblem
乱开户	auditProblem
隐瞒收	auditProblem
不对称	auditProblem
套取国	auditProblem
少计算	auditProblem
重分配	auditProblem
乱花钱	auditProblem
未细化	auditProblem
不健全	auditProblem
乱报销	auditProblem
反担保	auditProblem
乱涨价	auditProblem
乱投资	auditProblem
乱担保	auditProblem
乱加价	auditProblem
脏乱差	auditProblem
不编制	auditProblem
套取财	auditProblem
未入账	auditProblem
不细化	auditProblem
不规范	auditProblem
乱列支	auditProblem
未盖章	auditProblem
账不符	auditProblem
先买后抵	auditProblem
挪用资金	auditProblem
先放后税	auditProblem
越权审批	auditProblem
混淆税种	auditProblem
混级混库	auditProblem
罚没收入	auditProblem
非法转包	auditProblem
少计利息	auditProblem
少计收益	auditProblem
违规减免	auditProblem
非法集资	auditProblem
少计资产	auditProblem
少计存款	auditProblem
套取费用	auditProblem
账外保费	auditProblem
虚假利润	auditProblem
高息揽存	auditProblem
挪用保费	auditProblem
相互调账	auditProblem
超赔分保	auditProblem
洗成黑钱	auditProblem
少记收入	auditProblem
偷逃税金	auditProblem
突击入股	auditProblem
超额配售	auditProblem
挪用现金	auditProblem
违规放款	auditProblem
一房多贷	auditProblem
逾期还款	auditProblem
违规出借	auditProblem
帐实不符	auditProblem
违规买卖	auditProblem
少列费用	auditProblem
财政虚收	auditProblem
虚增罚没	auditProblem
挤占基金	auditProblem
信息不符	auditProblem
讨价还价	auditProblem
价格虚高	auditProblem
贷款回补	auditProblem
多提费用	auditProblem
虚列资产	auditProblem
颠倒倒扣	auditProblem
AS罚没	auditProblem
延期审批	auditProblem
抽逃保金	auditProblem
偷逃税额	auditProblem
混淆支出	auditProblem
自批自退	auditProblem
私放公款	auditProblem
违规支付	auditProblem
虚列发行	auditProblem
未计收入	auditProblem
虚假票据	auditProblem
少汇收入	auditProblem
借新偿旧	auditProblem
骗取贷款	auditProblem
套取积分	auditProblem
虚列收入	auditProblem
虚报资质	auditProblem
化整为零	auditProblem
呆取现金	auditProblem
虚增保费	auditProblem
虚增收入	auditProblem
违规收费	auditProblem
冒名顶替	auditProblem
应征未征	auditProblem
混同投资	auditProblem
拖欠工资	auditProblem
违规抵顶	auditProblem
虚假资料	auditProblem
虚构现金	auditProblem
虚构收入	auditProblem
少编收入	auditProblem
违规列支	auditProblem
少列收入	auditProblem
少列支出	auditProblem
乱排乱放	auditProblem
无票支出	auditProblem
越权担保	auditProblem
骗取票据	auditProblem
违规放贷	auditProblem
违规拨付	auditProblem
虚假冒领	auditProblem
私存私放	auditProblem
循环冗余	auditProblem
挪用财产	auditProblem
虚列债权	auditProblem
出尔反尔	auditProblem
乱挤成本	auditProblem
少计费用	auditProblem
虚列冒估	auditProblem
骗取审批	auditProblem
侵占资产	auditProblem
相互串通	auditProblem
信息不对	auditProblem
挪用基金	auditProblem
少计成本	auditProblem
挤列成本	auditProblem
隐瞒财产	auditProblem
损公肥私	auditProblem
透支财政	auditProblem
串谋操纵	auditProblem
虚假发票	auditProblem
偷税漏税	auditProblem
乱列支出	auditProblem
没有收入	auditProblem
乱搞摊派	auditProblem
混水摸鱼	auditProblem
先交利息	auditProblem
逾期贷款	auditProblem
贷款逾期	auditProblem
重大流失	auditProblem
连环担保	auditProblem
偷逿税款	auditProblem
挤入成本	auditProblem
坐支利润	auditProblem
隐匿收入	auditProblem
偷逃收入	auditProblem
抽逃资金	auditProblem
虚计损益	auditProblem
多计收入	auditProblem
虚列事实	auditProblem
改头换面	auditProblem
含混不清	auditProblem
透支利息	auditProblem
恶意透支	auditProblem
铺张浪费	auditProblem
拖欠税款	auditProblem
挪作私用	auditProblem
未提折旧	auditProblem
数字不符	auditProblem
非法物证	auditProblem
少访税金	auditProblem
相互挪用	auditProblem
套取财政	auditProblem
虚假报备	auditProblem
挪用套利	auditProblem
虚报套取	auditProblem
骗取资金	auditProblem
虚假宣传	auditProblem
虚增财政	auditProblem
少收利息	auditProblem
私分钱物	auditProblem
虚假申报	auditProblem
隐匿财产	auditProblem
编制虚假	auditProblem
虚列经费	auditProblem
套取经费	auditProblem
账外列支	auditProblem
侵权假冒	auditProblem
拖欠账款	auditProblem
混淆持牌	auditProblem
坐支收入	auditProblem
少计负债	auditProblem
多计利润	auditProblem
少计折旧	auditProblem
虚假出表	auditProblem
资金不符	auditProblem
不劳而获	auditProblem
违规发放	auditProblem
混存使用	auditProblem
虚开虚抵	auditProblem
虚列虚报	auditProblem
非法放贷	auditProblem
累计虚增	auditProblem
虚报涉农	auditProblem
擅自设立	auditProblem
虚增资本	auditProblem
变相列支	auditProblem
挪作他用	auditProblem
虚构采购	auditProblem
互相担保	auditProblem
拒收现金	auditProblem
侵权获利	auditProblem
违规采购	auditProblem
违规出资	auditProblem
虚增当年	auditProblem
混管混用	auditProblem
未经论证	auditProblem
残缺不全	auditProblem
隐匿资金	auditProblem
少作收入	auditProblem
挪用税款	auditProblem
套出现金	auditProblem
骗提套提	auditProblem
混淆保险	auditProblem
混编混岗	auditProblem
重复参加	auditProblem
违规取酬	auditProblem
乱发钱物	auditProblem
重复领取	auditProblem
蒙混过关	auditProblem
虚假抵扣	auditProblem
偷逃车辆	auditProblem
提前收费	auditProblem
未经审批	auditProblem
报不准确	auditProblem
少计房产	auditProblem
骗取税款	auditProblem
违规冒领	auditProblem
提前征税	auditProblem
违规申领	auditProblem
虚列土地	auditProblem
虚列发票	auditProblem
虚假采购	auditProblem
少计提资	auditProblem
骗取投资	auditProblem
虚列工程	auditProblem
违规融资	auditProblem
虚列虚支	auditProblem
侵占保费	auditProblem
重复报送	auditProblem
虚构购销	auditProblem
查漏补缺	auditProblem
账款不符	auditProblem
相互包庇	auditProblem
虚假套取	auditProblem
混编预算	auditProblem
违规征税	auditProblem
虚假投资	auditProblem
重新购买	auditProblem
名实不符	auditProblem
虚假支出	auditProblem
混淆入库	auditProblem
信息不清	auditProblem
单证不符	auditProblem
拖欠资金	auditProblem
违规报销	auditProblem
发票不符	auditProblem
虚假投保	auditProblem
截留保费	auditProblem
坐支保费	auditProblem
账外经营	auditProblem
违规透支	auditProblem
计量有误	auditProblem
混级入库	auditProblem
混入中央	auditProblem
骗取保函	auditProblem
帐帐不符	auditProblem
虚假注资	auditProblem
混库串库	auditProblem
虚增成本	auditProblem
隐瞒采购	auditProblem
重复入账	auditProblem
转移定价	auditProblem
虚领工资	auditProblem
违规提取	auditProblem
虚列负债	auditProblem
未按规定	auditProblem
少编预算	auditProblem
骗取人才	auditProblem
违规计提	auditProblem
账卡不符	auditProblem
台账不符	auditProblem
违规揽税	auditProblem
拖延付款	auditProblem
混淆列支	auditProblem
虚假拨款	auditProblem
少计收支	auditProblem
套取基金	auditProblem
重复参保	auditProblem
设置不完整	auditProblem
收支不完整	auditProblem
目标未实现	auditProblem
偷逃增值税	auditProblem
虚列应收款	auditProblem
漏征漏管户	auditProblem
虚构中介业	auditProblem
出险后报案	auditProblem
禁止性要求	auditProblem
溢额再保险	auditProblem
少计提风险	auditProblem
贷款未结清	auditProblem
控制不到位	auditProblem
房产证丢失	auditProblem
不含税收入	auditProblem
提现不入账	auditProblem
擅自减免税	auditProblem
混淆入库级	auditProblem
结转不完整	auditProblem
企业滞报金	auditProblem
超额度审批	auditProblem
结转不合规	auditProblem
结转不一致	auditProblem
混放在一起	auditProblem
挤占保险金	auditProblem
数据不准确	auditProblem
公布不及时	auditProblem
预算外收费	auditProblem
少计滞纳金	auditProblem
编制不正确	auditProblem
无资质单位	auditProblem
差异化收费	auditProblem
未验旧发票	auditProblem
无担保资质	auditProblem
无预算列支	auditProblem
范围不完整	auditProblem
结构不合理	auditProblem
信息不完善	auditProblem
不平均分配	auditProblem
私立小金库	auditProblem
借贷不平衡	auditProblem
人账户透支	auditProblem
放弃的薪金	auditProblem
用公款支付	auditProblem
结构不完善	auditProblem
账目不相符	auditProblem
账实不相符	auditProblem
信用卡透支	auditProblem
私设账外账	auditProblem
收入不入账	auditProblem
偷税、漏税	auditProblem
私设帐外帐	auditProblem
预算未细化	auditProblem
未参加年检	auditProblem
编制不全面	auditProblem
信息不共享	auditProblem
不征税发票	auditProblem
信息不完整	auditProblem
编制不完整	auditProblem
拖欠工程款	auditProblem
虚列手续费	auditProblem
未编制审批	auditProblem
未公开招标	auditProblem
骗购保障房	auditProblem
未提前报备	auditProblem
编报不完整	auditProblem
无预算支付	auditProblem
未单独核算	auditProblem
未统筹安排	auditProblem
预算不准确	auditProblem
不合理收费	auditProblem
数据不完整	auditProblem
滥用财政资	auditProblem
向律师借款	auditProblem
入账不完整	auditProblem
未纳入预算	auditProblem
虚列印刷费	auditProblem
套取的资金	auditProblem
虚报投资额	auditProblem
未统筹使用	auditProblem
欺骗保险人	auditProblem
虚列成专业	auditProblem
骗取公积金	auditProblem
未上缴财政	auditProblem
滞纳金不符	auditProblem
进口不及时	auditProblem
无结案日期	auditProblem
骗取信用证	auditProblem
不真实、不	auditProblem
违规提退税	auditProblem
银行未入账	auditProblem
未完整编制	auditProblem
隐瞒所得税	auditProblem
专项未制定	auditProblem
未及时缴库	auditProblem
项目不细化	auditProblem
未登记入账	auditProblem
收入未入账	auditProblem
使用不合规	auditProblem
无记名债券	auditProblem
混淆合同类	auditProblem
少计决算收入	auditProblem
恶意低价投标	auditProblem
人为做大基数	auditProblem
利用虚假资料	auditProblem
套取人员经费	auditProblem
挪用建设资金	auditProblem
挪用保费资金	auditProblem
提取人非本人	auditProblem
虚减销售收入	auditProblem
变相以贷收费	auditProblem
占用企业资金	auditProblem
进项税额扣除	auditProblem
少计股权投资	auditProblem
有毒有害物质	auditProblem
超龄从业人员	auditProblem
虚报家庭收入	auditProblem
拖欠职工工资	auditProblem
违规出借资质	auditProblem
虚构中介业务	auditProblem
先出险后批改	auditProblem
先出险后交费	auditProblem
虚构保险标的	auditProblem
滞留账外资金	auditProblem
开户后不缴纳	auditProblem
重复缴存人员	auditProblem
挪用客户资金	auditProblem
人员突击入股	auditProblem
提取额度较大	auditProblem
一套房产多次	auditProblem
虚假资料获取	auditProblem
拖欠贷款本息	auditProblem
违规发放贷款	auditProblem
侵吞国家资产	auditProblem
抽逃项目资金	auditProblem
缴纳次数异常	auditProblem
虚列预算支出	auditProblem
预缴财政罚没	auditProblem
少缴财政款项	auditProblem
挪用预算资金	auditProblem
虚减财政收入	auditProblem
截留财政收入	auditProblem
财政虚列支出	auditProblem
套取粮食直补	auditProblem
转移财政收入	auditProblem
应缴费未缴费	auditProblem
补贴面积畸高	auditProblem
虚列施工成本	auditProblem
作为优先偿还	auditProblem
虚报冒领资金	auditProblem
套取贷款资金	auditProblem
私设“小金库	auditProblem
骗取项目资金	auditProblem
虚列工程成本	auditProblem
非保税区运入	auditProblem
“倒挂”合同	auditProblem
虚增民生投入	auditProblem
加工贸易异常	auditProblem
料件低价转卖	auditProblem
先征税后退税	auditProblem
公款私存私放	auditProblem
虚列虚增成本	auditProblem
未分配有结余	auditProblem
虚构贸易背景	auditProblem
虚构房屋买卖	auditProblem
骗取银行资金	auditProblem
套取预算资金	auditProblem
非政策性退税	auditProblem
虚假发票列支	auditProblem
结转下年使用	auditProblem
虚增上年保费	auditProblem
滞留项目资金	auditProblem
控制度不健全	auditProblem
项目非法转包	auditProblem
虚列工程事项	auditProblem
少计滞纳天数	auditProblem
超发工资补贴	auditProblem
隐瞒家庭收入	auditProblem
伪造材料骗取	auditProblem
无证无照经营	auditProblem
乱发津贴补贴	auditProblem
违规发放奖金	auditProblem
征地拆迁资金	auditProblem
结转两年以上	auditProblem
存在高价采购	auditProblem
少编收入预算	auditProblem
违规指定采购	auditProblem
先采购后招标	auditProblem
存在污染隐患	auditProblem
截留用人单位	auditProblem
未再加工证明	auditProblem
缺少机构盖章	auditProblem
虚列职工工资	auditProblem
违规发放工资	auditProblem
套取信贷资金	auditProblem
合谋伪造贴现	auditProblem
招投标不规范	auditProblem
未到退伙年龄	auditProblem
违规变更预算	auditProblem
缩小范围收费	auditProblem
自立账户存放	auditProblem
施工单位接触	auditProblem
文书使用不规	auditProblem
违造无形资产	auditProblem
私自占为己有	auditProblem
隐瞒资金收入	auditProblem
缔约过失责任	auditProblem
个人信用透支	auditProblem
骗取公司财物	auditProblem
挪用公司款项	auditProblem
骗取国家财产	auditProblem
预算编制粗糙	auditProblem
侵吞公共财物	auditProblem
材料异常余额	auditProblem
固定资产过大	auditProblem
违规对外担保	auditProblem
私设金库管理	auditProblem
抽逃企业资产	auditProblem
未按规定完成	auditProblem
误将现金收入	auditProblem
挪用企业存款	auditProblem
会计信息失真	auditProblem
隐瞒现金收入	auditProblem
人为调节收入	auditProblem
拖欠职工在职	auditProblem
违规账外经营	auditProblem
规避公开招标	auditProblem
挪用国有资金	auditProblem
国有资产流失	auditProblem
假破产真逃债	auditProblem
坐支直接坐支	auditProblem
改变借款用途	auditProblem
逾期未还款项	auditProblem
虚报减免金额	auditProblem
随意变更采购	auditProblem
违规加成销售	auditProblem
少报投注数据	auditProblem
预算编制不实	auditProblem
虚构业务收入	auditProblem
违规发放补贴	auditProblem
骗取银行贷款	auditProblem
套取国有资金	auditProblem
少计基金收入	auditProblem
少缴财政收入	auditProblem
乱发奖金补贴	auditProblem
虚假发票套取	auditProblem
未按规定排放	auditProblem
骗取医保基金	auditProblem
未按要求报备	auditProblem
扩大支出范围	auditProblem
套取挪用资金	auditProblem
挪用低保资金	auditProblem
存在薄弱环节	auditProblem
提高标准收费	auditProblem
违规批准缓税	auditProblem
套取金融机构	auditProblem
违法发放贷款	auditProblem
非法出售发票	auditProblem
违规收送礼品	auditProblem
未建立项目库	auditProblem
违规出借资金	auditProblem
骗取民生资金	auditProblem
